   Frequency       O5aStrain        O5bStrain       O5cStrain
   1.0782500e+02   3.1518334e-24   2.5150029e-24   2.2769260e-24
   1.0792400e+02   3.1310862e-24   2.5079271e-24   2.2748842e-24
   1.0802400e+02   3.1195978e-24   2.5037513e-24   2.2733492e-24
   1.0812400e+02   3.0967579e-24   2.4960586e-24   2.2711981e-24
   1.0822400e+02   3.0640013e-24   2.4853367e-24   2.2685202e-24
   1.0832300e+02   3.0319105e-24   2.4748883e-24   2.2659055e-24
   1.0842400e+02   3.0195331e-24   2.4705010e-24   2.2643391e-24
   1.0852400e+02   3.0044218e-24   2.4652959e-24   2.2626407e-24
   1.0862400e+02   3.0089975e-24   2.4660974e-24   2.2619921e-24
   1.0872400e+02   3.0246492e-24   2.4702890e-24   2.2619379e-24
   1.0882500e+02   3.0320589e-24   2.4719645e-24   2.2614391e-24
   1.0892500e+02   3.0296738e-24   2.4706461e-24   2.2604268e-24
   1.0902600e+02   3.0391726e-24   2.4729700e-24   2.2600460e-24
   1.0912700e+02   3.0402711e-24   2.4727182e-24   2.2592166e-24
   1.0922700e+02   3.0446925e-24   2.4734960e-24   2.2585775e-24
   1.0932800e+02   3.0650879e-24   2.4792008e-24   2.2587973e-24
   1.0942900e+02   3.0795696e-24   2.4831012e-24   2.2587043e-24
   1.0953000e+02   3.0916238e-24   2.4862633e-24   2.2584847e-24
   1.0963100e+02   3.0848435e-24   2.4835781e-24   2.2572379e-24
   1.0973300e+02   3.0589735e-24   2.4749807e-24   2.2549462e-24
   1.0983400e+02   3.0225053e-24   2.4631737e-24   2.2521055e-24
   1.0993600e+02   2.9907013e-24   2.4528623e-24   2.2495266e-24
   1.1003700e+02   2.9716187e-24   2.4464760e-24   2.2476455e-24
   1.1013900e+02   2.9671157e-24   2.4445234e-24   2.2465316e-24
   1.1024000e+02   2.9792873e-24   2.4476437e-24   2.2463111e-24
   1.1034200e+02   2.9937398e-24   2.4514673e-24   2.2462087e-24
   1.1044400e+02   2.9878489e-24   2.4490899e-24   2.2450263e-24
   1.1054600e+02   2.9532035e-24   2.4379807e-24   2.2423248e-24
   1.1064800e+02   2.9541958e-24   2.4377017e-24   2.2415123e-24
   1.1075100e+02   2.9475192e-24   2.4350960e-24   2.2402895e-24
   1.1085300e+02   2.9522877e-24   2.4359629e-24   2.2396802e-24
   1.1095500e+02   2.9900361e-24   2.4468736e-24   2.2408248e-24
   1.1105800e+02   3.0450820e-24   2.4632132e-24   2.2429253e-24
   1.1116000e+02   3.0470163e-24   2.4632452e-24   2.2421784e-24
   1.1126300e+02   3.0621549e-24   2.4673650e-24   2.2421454e-24
   1.1136600e+02   3.0813301e-24   2.4727596e-24   2.2423407e-24
   1.1146900e+02   3.0722026e-24   2.4693533e-24   2.2409865e-24
   1.1157200e+02   3.0338132e-24   2.4568922e-24   2.2380417e-24
   1.1167500e+02   3.0187594e-24   2.4516857e-24   2.2363774e-24
   1.1177800e+02   2.9949716e-24   2.4438145e-24   2.2342495e-24
   1.1188100e+02   2.9660096e-24   2.4344005e-24   2.2318569e-24
   1.1198400e+02   2.9590900e-24   2.4317278e-24   2.2306448e-24
   1.1208800e+02   2.9830453e-24   2.4384650e-24   2.2310704e-24
   1.1219100e+02   3.0067291e-24   2.4451658e-24   2.2315023e-24
   1.1229500e+02   3.0282925e-24   2.4512465e-24   2.2318233e-24
   1.1239900e+02   3.0327824e-24   2.4520726e-24   2.2312244e-24
   1.1250300e+02   3.0290859e-24   2.4503699e-24   2.2301828e-24
   1.1260600e+02   3.0160975e-24   2.4458070e-24   2.2286478e-24
   1.1271000e+02   2.9884143e-24   2.4367365e-24   2.2263184e-24
   1.1281500e+02   2.9518890e-24   2.4250139e-24   2.2235246e-24
   1.1291900e+02   2.9483738e-24   2.4233842e-24   2.2225042e-24
   1.1302300e+02   2.9546166e-24   2.4247257e-24   2.2220042e-24
   1.1312700e+02   2.9402472e-24   2.4197968e-24   2.2204119e-24
   1.1323200e+02   2.9305321e-24   2.4162858e-24   2.2190622e-24
   1.1333700e+02   2.9521740e-24   2.4223030e-24   2.2193760e-24
   1.1344100e+02   2.9698601e-24   2.4271497e-24   2.2194967e-24
   1.1354600e+02   2.9688174e-24   2.4262746e-24   2.2186121e-24
   1.1365100e+02   2.9665670e-24   2.4250314e-24   2.2176650e-24
   1.1375600e+02   3.0018416e-24   2.4353081e-24   2.2187390e-24
   1.1386100e+02   3.0300108e-24   2.4434660e-24   2.2194489e-24
   1.1396600e+02   3.0457732e-24   2.4478149e-24   2.2194928e-24
   1.1407100e+02   3.0726370e-24   2.4556517e-24   2.2201571e-24
   1.1417700e+02   3.1126300e-24   2.4676679e-24   2.2215631e-24
   1.1428200e+02   3.1273457e-24   2.4717790e-24   2.2215785e-24
   1.1438800e+02   3.1227516e-24   2.4697865e-24   2.2205031e-24
   1.1449300e+02   3.1062362e-24   2.4640395e-24   2.2187688e-24
   1.1459900e+02   3.0782755e-24   2.4547110e-24   2.2163958e-24
   1.1470500e+02   3.0533509e-24   2.4463753e-24   2.2142042e-24
   1.1481100e+02   3.0170987e-24   2.4345627e-24   2.2114047e-24
   1.1491700e+02   2.9992042e-24   2.4284868e-24   2.2096217e-24
   1.1502300e+02   2.9938307e-24   2.4262875e-24   2.2085230e-24
   1.1512900e+02   2.9939159e-24   2.4257740e-24   2.2077223e-24
   1.1523600e+02   2.9842149e-24   2.4222394e-24   2.2063859e-24
   1.1534200e+02   2.9753743e-24   2.4189805e-24   2.2051066e-24
   1.1544900e+02   2.9589695e-24   2.4134012e-24   2.2034159e-24
   1.1555500e+02   2.9360832e-24   2.4058645e-24   2.2013926e-24
   1.1566200e+02   2.9411200e-24   2.4068600e-24   2.2008577e-24
   1.1576900e+02   2.9540636e-24   2.4102798e-24   2.2007494e-24
   1.1587600e+02   2.9849334e-24   2.4192326e-24   2.2016160e-24
   1.1598300e+02   3.0163051e-24   2.4284079e-24   2.2025293e-24
   1.1609000e+02   3.0355020e-24   2.4338501e-24   2.2027900e-24
   1.1619700e+02   3.0303228e-24   2.4317065e-24   2.2017126e-24
   1.1630500e+02   3.0319412e-24   2.4316776e-24   2.2010041e-24
   1.1641200e+02   3.0110826e-24   2.4246610e-24   2.1990698e-24
   1.1652000e+02   3.0118720e-24   2.4243741e-24   2.1983190e-24
   1.1662700e+02   3.0137996e-24   2.4244472e-24   2.1976400e-24
   1.1673500e+02   3.0005098e-24   2.4197925e-24   2.1961222e-24
   1.1684300e+02   2.9818618e-24   2.4134925e-24   2.1943173e-24
   1.1695100e+02   2.9857947e-24   2.4141791e-24   2.1937446e-24
   1.1705900e+02   2.9733426e-24   2.4098057e-24   2.1922831e-24
   1.1716700e+02   2.9578506e-24   2.4045066e-24   2.1906613e-24
   1.1727500e+02   2.9594793e-24   2.4044808e-24   2.1899679e-24
   1.1738300e+02   2.9742657e-24   2.4085132e-24   2.1899898e-24
   1.1749200e+02   2.9913208e-24   2.4132608e-24   2.1901346e-24
   1.1760000e+02   2.9907993e-24   2.4125783e-24   2.1893311e-24
   1.1770900e+02   2.9780900e-24   2.4081192e-24   2.1878574e-24
   1.1781800e+02   2.9628492e-24   2.4028895e-24   2.1862506e-24
   1.1792700e+02   2.9547368e-24   2.3998665e-24   2.1850343e-24
   1.1803600e+02   2.9340410e-24   2.3929855e-24   2.1831429e-24
   1.1814500e+02   2.9180835e-24   2.3875780e-24   2.1815132e-24
   1.1825400e+02   2.9511235e-24   2.3971880e-24   2.1825188e-24
   1.1836300e+02   2.9955913e-24   2.4104207e-24   2.1841719e-24
   1.1847200e+02   3.0028595e-24   2.4121654e-24   2.1838043e-24
   1.1858200e+02   3.0005740e-24   2.4109354e-24   2.1829067e-24
   1.1869100e+02   3.0180868e-24   2.4158824e-24   2.1831094e-24
   1.1880100e+02   2.9964900e-24   2.4086355e-24   2.1811508e-24
   1.1891100e+02   2.9665208e-24   2.3988258e-24   2.1787445e-24
   1.1902000e+02   2.9499907e-24   2.3932115e-24   2.1770881e-24
   1.1913000e+02   2.9437715e-24   2.3907798e-24   2.1759878e-24
   1.1924000e+02   2.9323623e-24   2.3867559e-24   2.1746095e-24
   1.1935100e+02   2.9361703e-24   2.3874067e-24   2.1740480e-24
   1.1946100e+02   2.9479801e-24   2.3905297e-24   2.1739292e-24
   1.1957100e+02   2.9715697e-24   2.3973104e-24   2.1744577e-24
   1.1968200e+02   3.0039410e-24   2.4068641e-24   2.1754760e-24
   1.1979200e+02   3.0764174e-24   2.4291424e-24   2.1787735e-24
   1.1990300e+02   3.1360758e-24   2.4476400e-24   2.1814191e-24
   1.2001400e+02   3.1551879e-24   2.4532752e-24   2.1817696e-24
   1.2012400e+02   3.1289040e-24   2.4443511e-24   2.1795114e-24
   1.2023500e+02   3.1137750e-24   2.4390185e-24   2.1778957e-24
   1.2034600e+02   3.0620929e-24   2.4221049e-24   2.1742147e-24
   1.2045800e+02   3.0220119e-24   2.4089808e-24   2.1712166e-24
   1.2056900e+02   3.0059524e-24   2.4034508e-24   2.1695792e-24
   1.2068000e+02   2.9882465e-24   2.3974230e-24   2.1678566e-24
   1.2079200e+02   2.9723748e-24   2.3919793e-24   2.1662344e-24
   1.2090300e+02   2.9558022e-24   2.3863383e-24   2.1645860e-24
   1.2101500e+02   2.9285576e-24   2.3774193e-24   2.1623578e-24
   1.2112700e+02   2.8911657e-24   2.3654423e-24   2.1595988e-24
   1.2123900e+02   2.8778737e-24   2.3608792e-24   2.1581448e-24
   1.2135100e+02   2.8669257e-24   2.3570398e-24   2.1568197e-24
   1.2146300e+02   2.8535411e-24   2.3524691e-24   2.1553690e-24
   1.2157500e+02   2.8538375e-24   2.3520534e-24   2.1546459e-24
   1.2168700e+02   2.8860971e-24   2.3613714e-24   2.1556275e-24
   1.2180000e+02   2.9147705e-24   2.3696561e-24   2.1564294e-24
   1.2191200e+02   2.9227711e-24   2.3716208e-24   2.1561301e-24
   1.2202500e+02   2.9231961e-24   2.3712509e-24   2.1554161e-24
   1.2213700e+02   2.9366041e-24   2.3748945e-24   2.1554164e-24
   1.2225000e+02   2.9315239e-24   2.3728269e-24   2.1544064e-24
   1.2236300e+02   2.9074410e-24   2.3649091e-24   2.1523685e-24
   1.2247600e+02   2.9140691e-24   2.3664509e-24   2.1519969e-24
   1.2258900e+02   2.9410319e-24   2.3742812e-24   2.1527357e-24
   1.2270200e+02   2.9371130e-24   2.3725750e-24   2.1517954e-24
   1.2281600e+02   2.9198415e-24   2.3667420e-24   2.1501237e-24
   1.2292900e+02   2.9190075e-24   2.3659928e-24   2.1493552e-24
   1.2304300e+02   2.8897817e-24   2.3565095e-24   2.1470465e-24
   1.2315600e+02   2.8519086e-24   2.3444523e-24   2.1442990e-24
   1.2327000e+02   2.8234913e-24   2.3353383e-24   2.1420681e-24
   1.2338400e+02   2.8455969e-24   2.3415399e-24   2.1425138e-24
   1.2349800e+02   2.8698158e-24   2.3484239e-24   2.1430838e-24
   1.2361200e+02   2.8930134e-24   2.3550375e-24   2.1436114e-24
   1.2372600e+02   2.9158320e-24   2.3615738e-24   2.1441303e-24
   1.2384100e+02   2.9594636e-24   2.3746148e-24   2.1457988e-24
   1.2395500e+02   2.9655354e-24   2.3760245e-24   2.1454208e-24
   1.2406900e+02   2.9515691e-24   2.3711898e-24   2.1439385e-24
   1.2418400e+02   2.9460518e-24   2.3689873e-24   2.1429184e-24
   1.2429900e+02   2.9227003e-24   2.3612582e-24   2.1409238e-24
   1.2441400e+02   2.8894017e-24   2.3505026e-24   2.1384010e-24
   1.2452900e+02   2.8632797e-24   2.3420090e-24   2.1362822e-24
   1.2464400e+02   2.8194979e-24   2.3282017e-24   2.1332397e-24
   1.2475900e+02   2.8148747e-24   2.3263134e-24   2.1322852e-24
   1.2487400e+02   2.8083670e-24   2.3238577e-24   2.1312332e-24
   1.2498900e+02   2.7989214e-24   2.3205189e-24   2.1300289e-24
   1.2510500e+02   2.7997582e-24   2.3202800e-24   2.1293611e-24
   1.2522000e+02   2.8329536e-24   2.3298476e-24   2.1304132e-24
   1.2533600e+02   2.8346090e-24   2.3298641e-24   2.1297935e-24
   1.2545200e+02   2.8462763e-24   2.3329325e-24   2.1297099e-24
   1.2556800e+02   2.8544750e-24   2.3349521e-24   2.1294447e-24
   1.2568400e+02   2.8434444e-24   2.3311021e-24   2.1281517e-24
   1.2580000e+02   2.8203344e-24   2.3235896e-24   2.1262199e-24
   1.2591600e+02   2.8049420e-24   2.3184437e-24   2.1247053e-24
   1.2603200e+02   2.8037355e-24   2.3175968e-24   2.1239433e-24
   1.2614900e+02   2.8077608e-24   2.3183298e-24   2.1234533e-24
   1.2626500e+02   2.8229301e-24   2.3224518e-24   2.1235629e-24
   1.2638200e+02   2.8386291e-24   2.3267499e-24   2.1237010e-24
   1.2649900e+02   2.8551512e-24   2.3313196e-24   2.1238898e-24
   1.2661500e+02   2.8548005e-24   2.3307386e-24   2.1231815e-24
   1.2673200e+02   2.8558665e-24   2.3305886e-24   2.1225452e-24
   1.2684900e+02   2.8633529e-24   2.3324090e-24   2.1222567e-24
   1.2696700e+02   2.8779799e-24   2.3364283e-24   2.1223521e-24
   1.2708400e+02   2.8911234e-24   2.3400104e-24   2.1223785e-24
   1.2720100e+02   2.9095836e-24   2.3452548e-24   2.1227011e-24
   1.2731900e+02   2.9303071e-24   2.3512259e-24   2.1231510e-24
   1.2743600e+02   2.9502297e-24   2.3569818e-24   2.1235720e-24
   1.2755400e+02   2.9629815e-24   2.3605110e-24   2.1235957e-24
   1.2767200e+02   2.9502521e-24   2.3560555e-24   2.1222017e-24
   1.2779000e+02   2.9355147e-24   2.3509830e-24   2.1207005e-24
   1.2790800e+02   2.9143933e-24   2.3439381e-24   2.1188525e-24
   1.2802600e+02   2.9041043e-24   2.3402775e-24   2.1176064e-24
   1.2814400e+02   2.9144348e-24   2.3430217e-24   2.1174949e-24
   1.2826300e+02   2.9186084e-24   2.3438534e-24   2.1170416e-24
   1.2838100e+02   2.9199450e-24   2.3438079e-24   2.1164394e-24
   1.2850000e+02   2.9420928e-24   2.3502586e-24   2.1169863e-24
   1.2861800e+02   2.9466750e-24   2.3512353e-24   2.1165688e-24
   1.2873700e+02   2.9239982e-24   2.3436848e-24   2.1146336e-24
   1.2885600e+02   2.9221642e-24   2.3426516e-24   2.1138569e-24
   1.2897500e+02   2.9194736e-24   2.3413523e-24   2.1130343e-24
   1.2909400e+02   2.9060858e-24   2.3367245e-24   2.1116235e-24
   1.2921300e+02   2.8801741e-24   2.3282295e-24   2.1095316e-24
   1.2933300e+02   2.8521644e-24   2.3191278e-24   2.1073329e-24
   1.2945200e+02   2.8285543e-24   2.3114255e-24   2.1053905e-24
   1.2957200e+02   2.7984508e-24   2.3017801e-24   2.1031071e-24
   1.2969200e+02   2.7681364e-24   2.2921305e-24   2.1008291e-24
   1.2981100e+02   2.7598582e-24   2.2891705e-24   2.0997277e-24
   1.2993100e+02   2.7640094e-24   2.2899567e-24   2.0992764e-24
   1.3005100e+02   2.7626235e-24   2.2890740e-24   2.0985353e-24
   1.3017100e+02   2.7788210e-24   2.2935075e-24   2.0987242e-24
   1.3029200e+02   2.8015438e-24   2.2999440e-24   2.0992623e-24
   1.3041200e+02   2.8114370e-24   2.3025015e-24   2.0991286e-24
   1.3053200e+02   2.8183641e-24   2.3041606e-24   2.0988391e-24
   1.3065300e+02   2.8326231e-24   2.3080688e-24   2.0989420e-24
   1.3077400e+02   2.8407246e-24   2.3100992e-24   2.0987169e-24
   1.3089400e+02   2.8435730e-24   2.3105226e-24   2.0982151e-24
   1.3101500e+02   2.8540787e-24   2.3133040e-24   2.0981258e-24
   1.3113600e+02   2.8628907e-24   2.3155714e-24   2.0979477e-24
   1.3125800e+02   2.8762713e-24   2.3192582e-24   2.0980178e-24
   1.3137900e+02   2.8728032e-24   2.3177328e-24   2.0971727e-24
   1.3150000e+02   2.8625626e-24   2.3141129e-24   2.0959589e-24
   1.3162200e+02   2.8517947e-24   2.3103333e-24   2.0947139e-24
   1.3174300e+02   2.8507393e-24   2.3095588e-24   2.0940056e-24
   1.3186500e+02   2.8455283e-24   2.3074999e-24   2.0930674e-24
   1.3198700e+02   2.8391131e-24   2.3050723e-24   2.0920655e-24
   1.3210900e+02   2.8697977e-24   2.3141040e-24   2.0930881e-24
   1.3223100e+02   2.8831181e-24   2.3177930e-24   2.0931705e-24
   1.3235300e+02   2.8815437e-24   2.3168578e-24   2.0924356e-24
   1.3247500e+02   2.8641986e-24   2.3110289e-24   2.0908357e-24
   1.3259700e+02   2.8493047e-24   2.3059759e-24   2.0893757e-24
   1.3272000e+02   2.8149800e-24   2.2949622e-24   2.0868636e-24
   1.3284200e+02   2.7838486e-24   2.2850013e-24   2.0845485e-24
   1.3296500e+02   2.7696797e-24   2.2802416e-24   2.0831455e-24
   1.3308800e+02   2.7715686e-24   2.2803654e-24   2.0825996e-24
   1.3321100e+02   2.7864561e-24   2.2844485e-24   2.0827494e-24
   1.3333400e+02   2.8041727e-24   2.2894157e-24   2.0830573e-24
   1.3345700e+02   2.8179311e-24   2.2931909e-24   2.0831585e-24
   1.3358000e+02   2.8246020e-24   2.2947989e-24   2.0828802e-24
   1.3370400e+02   2.8244511e-24   2.2943070e-24   2.0822285e-24
   1.3382700e+02   2.8151027e-24   2.2909913e-24   2.0810850e-24
   1.3395100e+02   2.8125304e-24   2.2897571e-24   2.0803052e-24
   1.3407500e+02   2.8067557e-24   2.2875414e-24   2.0793538e-24
   1.3419800e+02   2.7898505e-24   2.2819256e-24   2.0778106e-24
   1.3432200e+02   2.7783166e-24   2.2779616e-24   2.0765555e-24
   1.3444600e+02   2.7720702e-24   2.2756156e-24   2.0755860e-24
   1.3457100e+02   2.7582542e-24   2.2709686e-24   2.0742102e-24
   1.3469500e+02   2.7636128e-24   2.2721555e-24   2.0738626e-24
   1.3481900e+02   2.7691429e-24   2.2733981e-24   2.0735263e-24
   1.3494400e+02   2.7470449e-24   2.2662420e-24   2.0717149e-24
   1.3506900e+02   2.7288971e-24   2.2603101e-24   2.0701211e-24
   1.3519300e+02   2.7517717e-24   2.2667945e-24   2.0707047e-24
   1.3531800e+02   2.7819883e-24   2.2755577e-24   2.0716886e-24
   1.3544300e+02   2.8048326e-24   2.2821212e-24   2.0722918e-24
   1.3556800e+02   2.8322184e-24   2.2901273e-24   2.0731544e-24
   1.3569300e+02   2.8660061e-24   2.3001810e-24   2.0743862e-24
   1.3581900e+02   2.8565992e-24   2.2968197e-24   2.0732386e-24
   1.3594400e+02   2.8177719e-24   2.2843657e-24   2.0704894e-24
   1.3607000e+02   2.8144319e-24   2.2829015e-24   2.0696813e-24
   1.3619600e+02   2.8355947e-24   2.2890067e-24   2.0702118e-24
   1.3632100e+02   2.8140123e-24   2.2819091e-24   2.0684148e-24
   1.3644700e+02   2.7818701e-24   2.2716013e-24   2.0660523e-24
   1.3657300e+02   2.7867058e-24   2.2726502e-24   2.0656917e-24
   1.3669900e+02   2.7903227e-24   2.2733282e-24   2.0652673e-24
   1.3682600e+02   2.7754983e-24   2.2683522e-24   2.0638448e-24
   1.3695200e+02   2.7699205e-24   2.2662165e-24   2.0629278e-24
   1.3707900e+02   2.7737767e-24   2.2669625e-24   2.0625144e-24
   1.3720500e+02   2.7598155e-24   2.2622694e-24   2.0611504e-24
   1.3733200e+02   2.7391760e-24   2.2555566e-24   2.0594304e-24
   1.3745900e+02   2.7178833e-24   2.2486748e-24   2.0576842e-24
   1.3758600e+02   2.7224489e-24   2.2496231e-24   2.0573096e-24
   1.3771300e+02   2.7380201e-24   2.2539124e-24   2.0575217e-24
   1.3784000e+02   2.7505177e-24   2.2572849e-24   2.0575757e-24
   1.3796700e+02   2.7708884e-24   2.2630784e-24   2.0580577e-24
   1.3809500e+02   2.8112002e-24   2.2750471e-24   2.0596295e-24
   1.3822200e+02   2.8353626e-24   2.2821103e-24   2.0603468e-24
   1.3835000e+02   2.8219387e-24   2.2775229e-24   2.0589986e-24
   1.3847800e+02   2.8102464e-24   2.2734820e-24   2.0577491e-24
   1.3860600e+02   2.7902705e-24   2.2668986e-24   2.0560528e-24
   1.3873400e+02   2.7587209e-24   2.2567997e-24   2.0537413e-24
   1.3886200e+02   2.7397609e-24   2.2505930e-24   2.0521191e-24
   1.3899000e+02   2.7504016e-24   2.2534119e-24   2.0520832e-24
   1.3911900e+02   2.7423128e-24   2.2505197e-24   2.0510415e-24
   1.3924700e+02   2.7356783e-24   2.2480779e-24   2.0500844e-24
   1.3937600e+02   2.7335364e-24   2.2470016e-24   2.0493641e-24
   1.3950400e+02   2.7215113e-24   2.2429281e-24   2.0481236e-24
   1.3963300e+02   2.7355861e-24   2.2467816e-24   2.0482702e-24
   1.3976200e+02   2.7754950e-24   2.2585652e-24   2.0498153e-24
   1.3989100e+02   2.7826160e-24   2.2603363e-24   2.0496015e-24
   1.4002100e+02   2.8145370e-24   2.2697764e-24   2.0507414e-24
   1.4015000e+02   2.8440573e-24   2.2785441e-24   2.0517736e-24
   1.4027900e+02   2.8366205e-24   2.2758127e-24   2.0507667e-24
   1.4040900e+02   2.8311502e-24   2.2736940e-24   2.0498660e-24
   1.4053900e+02   2.8601220e-24   2.2823283e-24   2.0508776e-24
   1.4066800e+02   2.8523569e-24   2.2794886e-24   2.0498542e-24
   1.4079800e+02   2.8368111e-24   2.2742214e-24   2.0483969e-24
   1.4092800e+02   2.8187823e-24   2.2681980e-24   2.0468079e-24
   1.4105900e+02   2.7980611e-24   2.2613591e-24   2.0450734e-24
   1.4118900e+02   2.7851988e-24   2.2569736e-24   2.0437798e-24
   1.4131900e+02   2.7887698e-24   2.2576645e-24   2.0433848e-24
   1.4145000e+02   2.8023007e-24   2.2614365e-24   2.0435323e-24
   1.4158100e+02   2.8080802e-24   2.2628166e-24   2.0432583e-24
   1.4171100e+02   2.7888692e-24   2.2564606e-24   2.0416198e-24
   1.4184200e+02   2.7485671e-24   2.2436507e-24   2.0388428e-24
   1.4197300e+02   2.6989279e-24   2.2281196e-24   2.0355995e-24
   1.4210400e+02   2.6711275e-24   2.2193130e-24   2.0335440e-24
   1.4223600e+02   2.6737085e-24   2.2196721e-24   2.0330883e-24
   1.4236700e+02   2.6985083e-24   2.2267500e-24   2.0338133e-24
   1.4249900e+02   2.7153966e-24   2.2314632e-24   2.0341241e-24
   1.4263000e+02   2.7641475e-24   2.2459705e-24   2.0361673e-24
   1.4276200e+02   2.7954019e-24   2.2552132e-24   2.0372891e-24
   1.4289400e+02   2.7764679e-24   2.2489508e-24   2.0356699e-24
   1.4302600e+02   2.7478191e-24   2.2397288e-24   2.0335321e-24
   1.4315800e+02   2.7409676e-24   2.2372215e-24   2.0325811e-24
   1.4329000e+02   2.7206035e-24   2.2305908e-24   2.0309063e-24
   1.4342200e+02   2.7136542e-24   2.2280663e-24   2.0299554e-24
   1.4355500e+02   2.7359730e-24   2.2344712e-24   2.0305717e-24
   1.4368800e+02   2.7579084e-24   2.2407965e-24   2.0311781e-24
   1.4382000e+02   2.7888820e-24   2.2499594e-24   2.0322951e-24
   1.4395300e+02   2.8029128e-24   2.2539121e-24   2.0324901e-24
   1.4408600e+02   2.8134571e-24   2.2567936e-24   2.0324973e-24
   1.4421900e+02   2.8105313e-24   2.2554823e-24   2.0317612e-24
   1.4435200e+02   2.7842675e-24   2.2469238e-24   2.0297410e-24
   1.4448600e+02   2.7474837e-24   2.2351708e-24   2.0271582e-24
   1.4461900e+02   2.7164485e-24   2.2252651e-24   2.0249127e-24
   1.4475300e+02   2.6852158e-24   2.2153619e-24   2.0226705e-24
   1.4488600e+02   2.6698519e-24   2.2103116e-24   2.0212868e-24
   1.4502000e+02   2.6794629e-24   2.2128126e-24   2.0212226e-24
   1.4515400e+02   2.6862070e-24   2.2144523e-24   2.0210091e-24
   1.4528800e+02   2.7115431e-24   2.2217573e-24   2.0217921e-24
   1.4542300e+02   2.7204931e-24   2.2240881e-24   2.0217003e-24
   1.4555700e+02   2.7041266e-24   2.2186929e-24   2.0202544e-24
   1.4569100e+02   2.6952050e-24   2.2155780e-24   2.0192112e-24
   1.4582600e+02   2.7128339e-24   2.2205497e-24   2.0195863e-24
   1.4596100e+02   2.7050511e-24   2.2177748e-24   2.0186010e-24
   1.4609500e+02   2.7093803e-24   2.2186995e-24   2.0182709e-24
   1.4623000e+02   2.7588961e-24   2.2335068e-24   2.0203878e-24
   1.4636500e+02   2.7696621e-24   2.2364415e-24   2.0204138e-24
   1.4650100e+02   2.7351796e-24   2.2254087e-24   2.0179673e-24
   1.4663600e+02   2.7158422e-24   2.2190849e-24   2.0163608e-24
   1.4677100e+02   2.7011344e-24   2.2141974e-24   2.0150099e-24
   1.4690700e+02   2.6680672e-24   2.2037525e-24   2.0126831e-24
   1.4704300e+02   2.6614388e-24   2.2013494e-24   2.0117694e-24
   1.4717800e+02   2.6966717e-24   2.2116504e-24   2.0130886e-24
   1.4731400e+02   2.7089729e-24   2.2150114e-24   2.0131898e-24
   1.4745000e+02   2.6740022e-24   2.2039673e-24   2.0107601e-24
   1.4758700e+02   2.6440940e-24   2.1945290e-24   2.0086154e-24
   1.4772300e+02   2.6345422e-24   2.1912596e-24   2.0075564e-24
   1.4785900e+02   2.6135999e-24   2.1845851e-24   2.0059051e-24
   1.4799600e+02   2.6060136e-24   2.1819198e-24   2.0049513e-24
   1.4813300e+02   2.6446301e-24   2.1931097e-24   2.0064157e-24
   1.4827000e+02   2.6706188e-24   2.2005759e-24   2.0072367e-24
   1.4840700e+02   2.6720629e-24   2.2006220e-24   2.0067593e-24
   1.4854400e+02   2.6769277e-24   2.2017086e-24   2.0064658e-24
   1.4868100e+02   2.6904980e-24   2.2054507e-24   2.0066403e-24
   1.4881800e+02   2.6902709e-24   2.2049928e-24   2.0060778e-24
   1.4895600e+02   2.6987140e-24   2.2071806e-24   2.0059784e-24
   1.4909300e+02   2.7327067e-24   2.2172275e-24   2.0072710e-24
   1.4923100e+02   2.7517494e-24   2.2227220e-24   2.0077615e-24
   1.4936900e+02   2.7652596e-24   2.2265258e-24   2.0079555e-24
   1.4950700e+02   2.7716294e-24   2.2281221e-24   2.0077596e-24
   1.4964500e+02   2.7717295e-24   2.2277713e-24   2.0072193e-24
   1.4978300e+02   2.7641087e-24   2.2250214e-24   2.0062542e-24
   1.4992100e+02   2.7598376e-24   2.2233147e-24   2.0054754e-24
   1.5006000e+02   2.7404432e-24   2.2169253e-24   2.0038648e-24
   1.5019900e+02   2.7298930e-24   2.2132852e-24   2.0027432e-24
   1.5033700e+02   2.7243017e-24   2.2111819e-24   2.0018981e-24
   1.5047600e+02   2.7120407e-24   2.2070278e-24   2.0006886e-24
   1.5061500e+02   2.7051987e-24   2.2045451e-24   1.9997756e-24
   1.5075400e+02   2.7321394e-24   2.2124553e-24   2.0006992e-24
   1.5089300e+02   2.7453739e-24   2.2161686e-24   2.0008843e-24
   1.5103300e+02   2.7646029e-24   2.2217572e-24   2.0014013e-24
   1.5117200e+02   2.7896666e-24   2.2292011e-24   2.0022557e-24
   1.5131200e+02   2.8241166e-24   2.2396447e-24   2.0036481e-24
   1.5145200e+02   2.8298600e-24   2.2410829e-24   2.0034352e-24
   1.5159200e+02   2.8509335e-24   2.2473787e-24   2.0040943e-24
   1.5173200e+02   2.8752907e-24   2.2547535e-24   2.0049515e-24
   1.5187200e+02   2.8710666e-24   2.2530385e-24   2.0041763e-24
   1.5201200e+02   2.8491723e-24   2.2457101e-24   2.0023938e-24
   1.5215300e+02   2.8533661e-24   2.2466700e-24   2.0020978e-24
   1.5229300e+02   2.8335069e-24   2.2400092e-24   2.0004391e-24
   1.5243400e+02   2.7973340e-24   2.2282419e-24   1.9978684e-24
   1.5257500e+02   2.7811839e-24   2.2228099e-24   1.9964341e-24
